,OFFENSE_DESCRIPTION,DISTRICT,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,Lat,Long,Location,DAY,Hour,OFFENSE_CATEGORY,District_Names
10905,INVESTIGATE PERSON,B3,0,2022-03-05 01:01:00,2022,3,Saturday,1,42.29350271504225,-71.07344861567798,"(42.29350271504225, -71.07344861567798)",05,01:01:00,WARRANT-INVESTIGATION,Mattapan
10906,BALLISTICS EVIDENCE/FOUND,B3,1,2022-03-04 22:53:00,2022,3,Friday,22,42.29214899431081,-71.08892194782763,"(42.29214899431081, -71.08892194782763)",04,22:53:00,ARMS RELATED,Mattapan
10907,INVESTIGATE PERSON,B3,0,2022-03-04 19:55:00,2022,3,Friday,19,42.28079417076534,-71.07882204669522,"(42.28079417076534, -71.07882204669522)",04,19:55:00,WARRANT-INVESTIGATION,Mattapan
10908,WEAPON VIOLATION - CARRY/ POSSESSING/ SALE/ TRAFFICKING/ OTHER,B3,0,2022-03-04 20:38:00,2022,3,Friday,20,42.29592297269971,-71.08436906014477,"(42.29592297269971, -71.08436906014477)",04,20:38:00,ARMS RELATED,Mattapan
10909,FRAUD - CREDIT CARD / ATM FRAUD,B3,0,2022-03-04 20:35:00,2022,3,Friday,20,42.28187557863393,-71.08550537672407,"(42.28187557863393, -71.08550537672407)",04,20:35:00,FRAUD - FINANCIAL,Mattapan
10910,PROPERTY - ACCIDENTAL DAMAGE,B3,0,2022-03-04 18:22:00,2022,3,Friday,18,42.29330376224452,-71.0885899046847,"(42.29330376224452, -71.0885899046847)",04,18:22:00,THEFT-DAMAGE,Mattapan
10911,SICK ASSIST,B3,0,2022-03-04 16:17:00,2022,3,Friday,16,42.291056464594725,-71.08933752421984,"(42.291056464594725, -71.08933752421984)",04,16:17:00,SICK-INJURED,Mattapan
10912,INVESTIGATE PERSON,B3,0,2022-03-04 17:34:00,2022,3,Friday,17,42.26864229688783,-71.09565499637984,"(42.268642296887826, -71.09565499637984)",04,17:34:00,WARRANT-INVESTIGATION,Mattapan
10913,INVESTIGATE PERSON,B3,0,2022-03-04 17:17:00,2022,3,Friday,17,42.277793109505545,-71.09917239032264,"(42.277793109505545, -71.09917239032264)",04,17:17:00,WARRANT-INVESTIGATION,Mattapan
10914,INVESTIGATE PERSON,B3,0,2022-03-04 15:31:00,2022,3,Friday,15,42.27791464599671,-71.09452936620902,"(42.27791464599671, -71.09452936620902)",04,15:31:00,WARRANT-INVESTIGATION,Mattapan
10915,INVESTIGATE PERSON,B3,0,2022-03-04 16:05:00,2022,3,Friday,16,42.29321804594071,-71.07886454651437,"(42.293218045940705, -71.07886454651437)",04,16:05:00,WARRANT-INVESTIGATION,Mattapan
10916,M/V ACCIDENT - PROPERTY DAMAGE,B3,0,2022-03-04 10:12:00,2022,3,Friday,10,42.29530399129647,-71.08635801757836,"(42.29530399129647, -71.08635801757836)",04,10:12:00,ACCIDENT-VEHICLE RELATED VIOLATIONS,Mattapan
10917,VANDALISM,B3,0,2022-03-04 09:11:00,2022,3,Friday,9,42.291056464594725,-71.08933752421984,"(42.291056464594725, -71.08933752421984)",04,09:11:00,THEFT-DAMAGE,Mattapan
10918,ASSAULT - SIMPLE,B3,0,2022-03-04 08:46:00,2022,3,Friday,8,42.27470119273465,-71.09344053269572,"(42.27470119273465, -71.09344053269572)",04,08:46:00,ASSAULT,Mattapan
10919,M/V ACCIDENT - INVOLVING PEDESTRIAN - INJURY,B3,0,2022-03-04 07:58:00,2022,3,Friday,7,42.291167964872415,-71.089056001433,"(42.291167964872415, -71.089056001433)",04,07:58:00,ACCIDENT-VEHICLE RELATED VIOLATIONS,Mattapan
10920,AUTO THEFT,B3,0,2022-03-04 05:30:00,2022,3,Friday,5,42.29268947639088,-71.0770281294832,"(42.292689476390876, -71.0770281294832)",04,05:30:00,THEFT-DAMAGE,Mattapan
10922,VAL - VIOLATION OF AUTO LAW,B3,0,2022-03-04 03:23:00,2022,3,Friday,3,42.279930401566254,-71.07411479593102,"(42.279930401566254, -71.07411479593102)",04,03:23:00,ACCIDENT-VEHICLE RELATED VIOLATIONS,Mattapan
10923,INVESTIGATE PROPERTY,B3,0,2022-03-03 21:58:00,2022,3,Thursday,21,42.29307889103296,-71.08054237030878,"(42.293078891032955, -71.08054237030878)",03,21:58:00,WARRANT-INVESTIGATION,Mattapan
10924,VANDALISM,B3,0,2022-03-03 20:44:00,2022,3,Thursday,20,42.281615326622806,-71.08086179326523,"(42.281615326622806, -71.08086179326523)",03,20:44:00,THEFT-DAMAGE,Mattapan
10925,WEAPON VIOLATION - CARRY/ POSSESSING/ SALE/ TRAFFICKING/ OTHER,B3,0,2022-03-03 20:15:00,2022,3,Thursday,20,42.28580107824138,-71.08887083079802,"(42.28580107824138, -71.08887083079802)",03,20:15:00,ARMS RELATED,Mattapan
10926,PROPERTY - LOST/ MISSING,B3,0,2022-03-03 19:31:00,2022,3,Thursday,19,42.27608689065455,-71.10834131020634,"(42.27608689065455, -71.10834131020634)",03,19:31:00,PROPERTY LOSS,Mattapan
10927,PROPERTY - LOST/ MISSING,B3,0,2022-03-03 18:06:00,2022,3,Thursday,18,42.28576509774668,-71.08763244720217,"(42.28576509774668, -71.08763244720217)",03,18:06:00,PROPERTY LOSS,Mattapan
10928,TOWED MOTOR VEHICLE,B3,0,2022-03-03 17:45:00,2022,3,Thursday,17,42.27076769023513,-71.08359036048074,"(42.27076769023513, -71.08359036048074)",03,17:45:00,ACCIDENT-VEHICLE RELATED VIOLATIONS,Mattapan
10929,PROPERTY - LOST/ MISSING,B3,0,2022-03-03 15:30:00,2022,3,Thursday,15,42.28482576580488,-71.09137368938802,"(42.28482576580488, -71.09137368938802)",03,15:30:00,PROPERTY LOSS,Mattapan
10930,MISSING PERSON - LOCATED,B3,0,2022-03-03 14:38:00,2022,3,Thursday,14,42.28482576580488,-71.09137368938802,"(42.28482576580488, -71.09137368938802)",03,14:38:00,MISSING PERSON - KIDNAPPING,Mattapan
10931,AUTO THEFT,B3,0,2022-03-02 18:00:00,2022,3,Wednesday,18,42.28482576580488,-71.09137368938802,"(42.28482576580488, -71.09137368938802)",02,18:00:00,THEFT-DAMAGE,Mattapan
10932,HARASSMENT/ CRIMINAL HARASSMENT,B3,0,2022-03-03 11:40:00,2022,3,Thursday,11,42.28482576580488,-71.09137368938802,"(42.28482576580488, -71.09137368938802)",03,11:40:00,HARASSMENT-VERBAL,Mattapan
10933,SUDDEN DEATH,B3,0,2022-03-03 11:16:00,2022,3,Thursday,11,42.3002168413442,-71.08097940099773,"(42.3002168413442, -71.08097940099773)",03,11:16:00,DEATH,Mattapan
10934,SICK ASSIST,B3,0,2022-03-03 09:57:00,2022,3,Thursday,9,42.271330052757,-71.08299865022084,"(42.271330052757, -71.08299865022084)",03,09:57:00,SICK-INJURED,Mattapan
10935,LARCENY ALL OTHERS,B3,0,2022-03-03 10:30:00,2022,3,Thursday,10,42.28187060713829,-71.08751151911808,"(42.28187060713829, -71.08751151911808)",03,10:30:00,THEFT-DAMAGE,Mattapan
10936,INVESTIGATE PROPERTY,B3,0,2022-03-03 08:00:00,2022,3,Thursday,8,42.28482576580488,-71.09137368938802,"(42.28482576580488, -71.09137368938802)",03,08:00:00,WARRANT-INVESTIGATION,Mattapan
10937,MISSING PERSON - LOCATED,B3,0,2022-03-03 09:23:00,2022,3,Thursday,9,42.28482576580488,-71.09137368938802,"(42.28482576580488, -71.09137368938802)",03,09:23:00,MISSING PERSON - KIDNAPPING,Mattapan
10938,PROPERTY - LOST/ MISSING,B3,0,2022-03-03 09:00:00,2022,3,Thursday,9,42.28482576580488,-71.09137368938802,"(42.28482576580488, -71.09137368938802)",03,09:00:00,PROPERTY LOSS,Mattapan
10939,PROPERTY - LOST/ MISSING,B3,0,2022-03-02 11:30:00,2022,3,Wednesday,11,42.28482576580488,-71.09137368938802,"(42.28482576580488, -71.09137368938802)",02,11:30:00,PROPERTY LOSS,Mattapan
10940,VERBAL DISPUTE,B3,0,2022-03-02 22:42:00,2022,3,Wednesday,22,42.28482576580488,-71.09137368938802,"(42.28482576580488, -71.09137368938802)",02,22:42:00,HARASSMENT-VERBAL,Mattapan
10941,M/V ACCIDENT - INVOLVING PEDESTRIAN - INJURY,B3,0,2022-03-02 21:48:00,2022,3,Wednesday,21,42.29717969420614,-71.0766759419367,"(42.29717969420614, -71.0766759419367)",02,21:48:00,ACCIDENT-VEHICLE RELATED VIOLATIONS,Mattapan
10942,SICK ASSIST,B3,0,2022-03-02 19:43:00,2022,3,Wednesday,19,42.29603943268038,-71.0771702275424,"(42.29603943268038, -71.0771702275424)",02,19:43:00,SICK-INJURED,Mattapan
10943,INVESTIGATE PERSON,B3,0,2022-03-02 19:29:00,2022,3,Wednesday,19,42.27428786344577,-71.07284147647773,"(42.27428786344577, -71.07284147647773)",02,19:29:00,WARRANT-INVESTIGATION,Mattapan
10944,VANDALISM,B3,0,2022-03-02 19:36:00,2022,3,Wednesday,19,42.27735527613532,-71.07935847365466,"(42.27735527613532, -71.07935847365466)",02,19:36:00,THEFT-DAMAGE,Mattapan
10945,VERBAL DISPUTE,B3,0,2022-03-02 18:32:00,2022,3,Wednesday,18,42.27938152132337,-71.07661753318222,"(42.27938152132337, -71.07661753318222)",02,18:32:00,HARASSMENT-VERBAL,Mattapan
10946,TOWED MOTOR VEHICLE,B3,0,2022-03-02 17:10:00,2022,3,Wednesday,17,42.27236487008201,-71.07852315248246,"(42.27236487008201, -71.07852315248246)",02,17:10:00,ACCIDENT-VEHICLE RELATED VIOLATIONS,Mattapan
10947,INVESTIGATE PERSON,B3,0,2022-03-02 16:30:00,2022,3,Wednesday,16,42.29293499644198,-71.07575794912461,"(42.29293499644198, -71.07575794912461)",02,16:30:00,WARRANT-INVESTIGATION,Mattapan
10948,PROPERTY - LOST/ MISSING,B3,0,2022-03-02 15:46:00,2022,3,Wednesday,15,42.28482576580488,-71.09137368938802,"(42.28482576580488, -71.09137368938802)",02,15:46:00,PROPERTY LOSS,Mattapan
10949,PROPERTY - LOST/ MISSING,B3,0,2022-01-09 12:00:00,2022,1,Sunday,12,42.28482576580488,-71.09137368938802,"(42.28482576580488, -71.09137368938802)",09,12:00:00,PROPERTY LOSS,Mattapan
10950,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,0,2022-03-02 01:00:00,2022,3,Wednesday,1,42.28121226605384,-71.08941723495543,"(42.281212266053835, -71.08941723495543)",02,01:00:00,THEFT-DAMAGE,Mattapan
10951,INVESTIGATE PERSON,B3,0,2022-03-02 12:21:00,2022,3,Wednesday,12,42.271330052757,-71.08299865022084,"(42.271330052757, -71.08299865022084)",02,12:21:00,WARRANT-INVESTIGATION,Mattapan
10952,FRAUD - IMPERSONATION,B3,0,2022-03-01 10:00:00,2022,3,Tuesday,10,42.27519503618929,-71.07101676266475,"(42.27519503618929, -71.07101676266475)",01,10:00:00,FRAUD - FINANCIAL,Mattapan
10953,VERBAL DISPUTE,B3,0,2022-03-02 04:24:00,2022,3,Wednesday,4,42.28220578941152,-71.07791871049143,"(42.28220578941152, -71.07791871049143)",02,04:24:00,HARASSMENT-VERBAL,Mattapan
10954,ROBBERY,B3,0,2022-03-02 00:14:00,2022,3,Wednesday,0,42.295401747229576,-71.08237834206447,"(42.295401747229576, -71.08237834206447)",02,00:14:00,THEFT-DAMAGE,Mattapan
10955,VERBAL DISPUTE,B3,0,2022-03-01 20:38:00,2022,3,Tuesday,20,42.28220578941152,-71.07791871049143,"(42.28220578941152, -71.07791871049143)",01,20:38:00,HARASSMENT-VERBAL,Mattapan
10956,M/V ACCIDENT - PROPERTY DAMAGE,B3,0,2022-03-01 20:17:00,2022,3,Tuesday,20,42.26817397260553,-71.09387677261341,"(42.26817397260553, -71.09387677261341)",01,20:17:00,ACCIDENT-VEHICLE RELATED VIOLATIONS,Mattapan
10958,MISSING PERSON - LOCATED,B3,0,2022-02-24 09:00:00,2022,2,Thursday,9,42.30250605365451,-71.08329400039415,"(42.30250605365451, -71.08329400039415)",24,09:00:00,MISSING PERSON - KIDNAPPING,Mattapan
10959,LARCENY SHOPLIFTING,B3,0,2022-03-01 15:51:00,2022,3,Tuesday,15,42.26994731617787,-71.09380307519207,"(42.26994731617787, -71.09380307519207)",01,15:51:00,SICK-INJURED,Mattapan
10960,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B3,0,2022-03-01 17:23:00,2022,3,Tuesday,17,42.28482576580488,-71.09137368938802,"(42.28482576580488, -71.09137368938802)",01,17:23:00,DRUG ALCOHOL RELATED,Mattapan
10961,INVESTIGATE PROPERTY,B3,0,2022-03-01 16:16:00,2022,3,Tuesday,16,42.3002168413442,-71.08097940099773,"(42.3002168413442, -71.08097940099773)",01,16:16:00,WARRANT-INVESTIGATION,Mattapan
10962,SICK/INJURED/MEDICAL - POLICE,B3,0,2022-03-01 15:00:00,2022,3,Tuesday,15,42.28482576580488,-71.09137368938802,"(42.28482576580488, -71.09137368938802)",01,15:00:00,SICK-INJURED,Mattapan
10963,INVESTIGATE PERSON,B3,0,2022-03-01 13:41:00,2022,3,Tuesday,13,42.29600750541133,-71.08387509148848,"(42.29600750541133, -71.08387509148848)",01,13:41:00,WARRANT-INVESTIGATION,Mattapan
10964,SERVICE TO OTHER AGENCY,B3,0,2022-03-01 13:00:00,2022,3,Tuesday,13,42.28482576580488,-71.09137368938802,"(42.28482576580488, -71.09137368938802)",01,13:00:00,OTHER,Mattapan
10965,SICK ASSIST,B3,0,2022-03-01 12:04:00,2022,3,Tuesday,12,42.29073239278996,-71.08528233498694,"(42.290732392789955, -71.08528233498694)",01,12:04:00,SICK-INJURED,Mattapan
10966,BURGLARY - RESIDENTIAL,B3,0,2022-03-01 12:05:00,2022,3,Tuesday,12,42.2928107904335,-71.07327594083033,"(42.2928107904335, -71.07327594083033)",01,12:05:00,THEFT-DAMAGE,Mattapan
10967,INVESTIGATE PERSON,B3,0,2022-03-01 12:15:00,2022,3,Tuesday,12,42.28482576580488,-71.09137368938802,"(42.28482576580488, -71.09137368938802)",01,12:15:00,WARRANT-INVESTIGATION,Mattapan
10968,ASSAULT - SIMPLE,B3,0,2022-03-01 11:33:00,2022,3,Tuesday,11,42.27815893075396,-71.09741228391181,"(42.27815893075396, -71.09741228391181)",01,11:33:00,ASSAULT,Mattapan
10969,TOWED MOTOR VEHICLE,B3,0,2022-03-01 09:30:00,2022,3,Tuesday,9,42.28079658122844,-71.09039723562948,"(42.28079658122844, -71.09039723562948)",01,09:30:00,ACCIDENT-VEHICLE RELATED VIOLATIONS,Mattapan
10970,AUTO THEFT,B3,0,2022-03-01 08:00:00,2022,3,Tuesday,8,42.28482576580488,-71.09137368938802,"(42.28482576580488, -71.09137368938802)",01,08:00:00,THEFT-DAMAGE,Mattapan
10971,PROPERTY - LOST/ MISSING,B3,0,2022-02-28 14:00:00,2022,2,Monday,14,42.28482576580488,-71.09137368938802,"(42.28482576580488, -71.09137368938802)",28,14:00:00,PROPERTY LOSS,Mattapan
10972,HARASSMENT/ CRIMINAL HARASSMENT,B3,0,2022-02-28 14:18:00,2022,2,Monday,14,42.28482576580488,-71.09137368938802,"(42.28482576580488, -71.09137368938802)",28,14:18:00,HARASSMENT-VERBAL,Mattapan
10973,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,0,2022-02-28 21:23:00,2022,2,Monday,21,42.28482576580488,-71.09137368938802,"(42.28482576580488, -71.09137368938802)",28,21:23:00,THEFT-DAMAGE,Mattapan
10974,ASSAULT - SIMPLE,B3,0,2022-02-28 20:55:00,2022,2,Monday,20,42.28482576580488,-71.09137368938802,"(42.28482576580488, -71.09137368938802)",28,20:55:00,ASSAULT,Mattapan
10975,VERBAL DISPUTE,B3,0,2022-02-28 19:37:00,2022,2,Monday,19,42.285381672009855,-71.08546252823652,"(42.285381672009855, -71.08546252823652)",28,19:37:00,HARASSMENT-VERBAL,Mattapan
10976,SICK ASSIST - DRUG RELATED ILLNESS,B3,0,2022-02-28 18:10:00,2022,2,Monday,18,42.268714412421,-71.09221138572715,"(42.268714412421, -71.09221138572715)",28,18:10:00,,Mattapan
10977,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,0,2022-02-28 16:20:00,2022,2,Monday,16,42.303160907500725,-71.08515551897415,"(42.303160907500725, -71.08515551897415)",28,16:20:00,THEFT-DAMAGE,Mattapan
10978,INVESTIGATE PERSON,B3,0,2022-02-28 18:05:00,2022,2,Monday,18,42.29520337634304,-71.09271639981678,"(42.29520337634304, -71.09271639981678)",28,18:05:00,WARRANT-INVESTIGATION,Mattapan
10979,VANDALISM,B3,0,2022-02-28 17:43:00,2022,2,Monday,17,42.268714412421,-71.09221138572715,"(42.268714412421, -71.09221138572715)",28,17:43:00,THEFT-DAMAGE,Mattapan
10980,INVESTIGATE PROPERTY,B3,0,2022-02-28 15:27:00,2022,2,Monday,15,42.28482576580488,-71.09137368938802,"(42.28482576580488, -71.09137368938802)",28,15:27:00,WARRANT-INVESTIGATION,Mattapan
10981,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,0,2022-02-28 14:10:00,2022,2,Monday,14,42.29276044402337,-71.07486603407058,"(42.29276044402337, -71.07486603407058)",28,14:10:00,THEFT-DAMAGE,Mattapan
10982,ASSAULT - SIMPLE,B3,0,2022-02-28 14:00:00,2022,2,Monday,14,42.27665387666573,-71.09121605904659,"(42.27665387666573, -71.09121605904659)",28,14:00:00,ASSAULT,Mattapan
10983,WEAPON VIOLATION - CARRY/ POSSESSING/ SALE/ TRAFFICKING/ OTHER,B3,0,2022-02-28 13:24:00,2022,2,Monday,13,42.29956002658789,-71.08652001008615,"(42.29956002658789, -71.08652001008615)",28,13:24:00,ARMS RELATED,Mattapan
10984,PROPERTY - LOST/ MISSING,B3,0,2022-02-22 10:00:00,2022,2,Tuesday,10,42.28482576580488,-71.09137368938802,"(42.28482576580488, -71.09137368938802)",22,10:00:00,PROPERTY LOSS,Mattapan
10985,FIRE REPORT,B3,0,2022-02-28 00:00:00,2022,2,Monday,0,42.27470119273465,-71.09344053269572,"(42.27470119273465, -71.09344053269572)",28,00:00:00,FIRE-DANGER,Mattapan
10986,LANDLORD - TENANT,B3,0,2022-02-28 08:16:00,2022,2,Monday,8,42.27668389924565,-71.0924024790431,"(42.27668389924565, -71.0924024790431)",28,08:16:00,DISTURBANCE,Mattapan
10988,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,0,2022-02-28 05:23:00,2022,2,Monday,5,42.280612303395294,-71.08350145993505,"(42.280612303395294, -71.08350145993505)",28,05:23:00,THEFT-DAMAGE,Mattapan
10989,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,0,2022-02-27 22:45:00,2022,2,Sunday,22,42.2963200098224,-71.0809499496602,"(42.2963200098224, -71.0809499496602)",27,22:45:00,THEFT-DAMAGE,Mattapan
10990,THREATS TO DO BODILY HARM,B3,0,2022-02-26 21:25:00,2022,2,Saturday,21,42.29282590727571,-71.07966512971888,"(42.29282590727571, -71.07966512971888)",26,21:25:00,THREAT,Mattapan
10991,INVESTIGATE PERSON,B3,0,2022-02-27 18:56:00,2022,2,Sunday,18,42.27791464599671,-71.09452936620902,"(42.27791464599671, -71.09452936620902)",27,18:56:00,WARRANT-INVESTIGATION,Mattapan
10992,LARCENY THEFT FROM BUILDING,B3,0,2022-02-27 18:53:00,2022,2,Sunday,18,42.28976255154329,-71.090898432037,"(42.28976255154329, -71.090898432037)",27,18:53:00,SICK-INJURED,Mattapan
10993,TOWED MOTOR VEHICLE,B3,0,2022-02-27 16:31:00,2022,2,Sunday,16,42.28197224183185,-71.0891245886923,"(42.28197224183185, -71.0891245886923)",27,16:31:00,ACCIDENT-VEHICLE RELATED VIOLATIONS,Mattapan
10994,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,0,2022-02-27 15:49:00,2022,2,Sunday,15,42.28482576580488,-71.09137368938802,"(42.28482576580488, -71.09137368938802)",27,15:49:00,THEFT-DAMAGE,Mattapan
10995,TOWED MOTOR VEHICLE,B3,0,2022-02-27 00:00:00,2022,2,Sunday,0,42.28187557863393,-71.08550537672407,"(42.28187557863393, -71.08550537672407)",27,00:00:00,ACCIDENT-VEHICLE RELATED VIOLATIONS,Mattapan
10996,SICK ASSIST,B3,0,2022-02-27 12:24:00,2022,2,Sunday,12,42.29738523696783,-71.09005716277865,"(42.29738523696783, -71.09005716277865)",27,12:24:00,SICK-INJURED,Mattapan
10997,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,0,2022-02-27 12:39:00,2022,2,Sunday,12,42.28482576580488,-71.09137368938802,"(42.28482576580488, -71.09137368938802)",27,12:39:00,THEFT-DAMAGE,Mattapan
10998,SICK ASSIST,B3,0,2022-02-27 09:39:00,2022,2,Sunday,9,42.28261081531887,-71.09079756744195,"(42.28261081531887, -71.09079756744195)",27,09:39:00,SICK-INJURED,Mattapan
10999,MISSING PERSON - LOCATED,B3,0,2022-02-27 10:14:00,2022,2,Sunday,10,42.28482576580488,-71.09137368938802,"(42.28482576580488, -71.09137368938802)",27,10:14:00,MISSING PERSON - KIDNAPPING,Mattapan
11000,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,0,2022-02-27 05:02:00,2022,2,Sunday,5,42.271398985615285,-71.07353482574717,"(42.271398985615285, -71.07353482574717)",27,05:02:00,THEFT-DAMAGE,Mattapan
11001,TOWED MOTOR VEHICLE,B3,0,2022-02-26 19:39:00,2022,2,Saturday,19,42.28539021967644,-71.08457729516833,"(42.28539021967644, -71.08457729516833)",26,19:39:00,ACCIDENT-VEHICLE RELATED VIOLATIONS,Mattapan
11002,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,0,2022-02-26 19:12:00,2022,2,Saturday,19,42.28875770782879,-71.07516310248043,"(42.28875770782879, -71.07516310248043)",26,19:12:00,THEFT-DAMAGE,Mattapan
11003,LANDLORD - TENANT,B3,0,2022-02-26 18:14:00,2022,2,Saturday,18,42.2831257462964,-71.08651181251007,"(42.2831257462964, -71.08651181251007)",26,18:14:00,DISTURBANCE,Mattapan
11004,HARASSMENT/ CRIMINAL HARASSMENT,B3,0,2022-02-26 16:19:00,2022,2,Saturday,16,42.30084929096079,-71.08522128087432,"(42.30084929096079, -71.08522128087432)",26,16:19:00,HARASSMENT-VERBAL,Mattapan
11006,M/V ACCIDENT - PROPERTY DAMAGE,B3,0,2022-02-26 16:36:00,2022,2,Saturday,16,42.29040923059065,-71.07693574277538,"(42.29040923059065, -71.07693574277538)",26,16:36:00,ACCIDENT-VEHICLE RELATED VIOLATIONS,Mattapan
11007,EXPLOSIVES - TURNED IN OR FOUND,B3,0,2022-02-26 14:50:00,2022,2,Saturday,14,42.27974263257724,-71.09771602761505,"(42.27974263257724, -71.09771602761505)",26,14:50:00,ARMS RELATED,Mattapan
11008,HARASSMENT/ CRIMINAL HARASSMENT,B3,0,2022-02-26 15:47:00,2022,2,Saturday,15,42.28414024982017,-71.09305137909429,"(42.28414024982017, -71.09305137909429)",26,15:47:00,HARASSMENT-VERBAL,Mattapan
11009,M/V ACCIDENT - PROPERTY DAMAGE,B3,0,2022-02-26 15:35:00,2022,2,Saturday,15,42.27701897787743,-71.09338096443841,"(42.277018977877425, -71.09338096443841)",26,15:35:00,ACCIDENT-VEHICLE RELATED VIOLATIONS,Mattapan
11010,FIRE REPORT,B3,0,2022-02-26 14:48:00,2022,2,Saturday,14,42.28482576580488,-71.09137368938802,"(42.28482576580488, -71.09137368938802)",26,14:48:00,FIRE-DANGER,Mattapan
11011,TOWED MOTOR VEHICLE,B3,0,2022-02-26 12:50:00,2022,2,Saturday,12,42.2850178079115,-71.09478601571234,"(42.2850178079115, -71.09478601571234)",26,12:50:00,ACCIDENT-VEHICLE RELATED VIOLATIONS,Mattapan
11012,INVESTIGATE PROPERTY,B3,0,2022-02-26 11:39:00,2022,2,Saturday,11,42.27064632593922,-71.09271880757129,"(42.27064632593922, -71.09271880757129)",26,11:39:00,WARRANT-INVESTIGATION,Mattapan
11013,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,0,2022-02-24 18:00:00,2022,2,Thursday,18,42.28482576580488,-71.09137368938802,"(42.28482576580488, -71.09137368938802)",24,18:00:00,THEFT-DAMAGE,Mattapan
11014,VANDALISM,B3,0,2022-02-26 10:20:00,2022,2,Saturday,10,42.281987403257816,-71.09623654943321,"(42.281987403257816, -71.09623654943321)",26,10:20:00,THEFT-DAMAGE,Mattapan
11015,VANDALISM,B3,0,2022-02-26 01:30:00,2022,2,Saturday,1,42.28482576580488,-71.09137368938802,"(42.28482576580488, -71.09137368938802)",26,01:30:00,THEFT-DAMAGE,Mattapan
11016,VERBAL DISPUTE,B3,0,2022-02-26 07:57:00,2022,2,Saturday,7,42.30355747915789,-71.08311604425978,"(42.30355747915789, -71.08311604425978)",26,07:57:00,HARASSMENT-VERBAL,Mattapan
11017,VERBAL DISPUTE,B3,0,2022-02-26 00:47:00,2022,2,Saturday,0,42.27683754247962,-71.09526440075749,"(42.27683754247962, -71.09526440075749)",26,00:47:00,HARASSMENT-VERBAL,Mattapan
11018,SICK ASSIST,B3,0,2022-02-25 19:25:00,2022,2,Friday,19,42.30450829474746,-71.08075871058149,"(42.30450829474746, -71.08075871058149)",25,19:25:00,SICK-INJURED,Mattapan
11019,INVESTIGATE PERSON,B3,0,2022-02-25 19:14:00,2022,2,Friday,19,42.28411372922307,-71.07938716907263,"(42.28411372922307, -71.07938716907263)",25,19:14:00,WARRANT-INVESTIGATION,Mattapan
11020,THREATS TO DO BODILY HARM,B3,0,2022-02-25 17:20:00,2022,2,Friday,17,42.27130225372019,-71.07442361965835,"(42.27130225372019, -71.07442361965835)",25,17:20:00,THREAT,Mattapan
11021,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,0,2022-02-25 15:35:00,2022,2,Friday,15,42.29087589587453,-71.08274054674338,"(42.29087589587453, -71.08274054674338)",25,15:35:00,THEFT-DAMAGE,Mattapan
11022,VERBAL DISPUTE,B3,0,2022-02-25 14:17:00,2022,2,Friday,14,42.29158088989796,-71.07664627960064,"(42.29158088989796, -71.07664627960064)",25,14:17:00,HARASSMENT-VERBAL,Mattapan
11023,TOWED MOTOR VEHICLE,B3,0,2022-02-25 11:42:00,2022,2,Friday,11,42.28414024982017,-71.09305137909429,"(42.28414024982017, -71.09305137909429)",25,11:42:00,ACCIDENT-VEHICLE RELATED VIOLATIONS,Mattapan
11024,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),B3,0,2022-02-25 09:29:00,2022,2,Friday,9,42.28482576580488,-71.09137368938802,"(42.28482576580488, -71.09137368938802)",25,09:29:00,THEFT-DAMAGE,Mattapan
